node_id	node_label
FMA 8799	Posterior ramus of seventh cervical nerve
FMA 76767	Anterior cardiac vein
UBERON 0005481	tentorial sinus
CL 0000127	astrocyte
FMA 8427	Tubercle of tenth rib
FMA 8730	Anterior ramus of sixth cervical nerve
HGNC 11765	TGFA
HGNC 20822	ADGRL4
UBERON 0008198	nail plate
UBERON 0018679	thoracic splanchnic nerve
UBERON 0002505	spiral modiolar artery
CL 0000235	macrophage
FMA 8813	Posterior ramus of seventh thoracic nerve
CL 4023057	cerebellar inhibitory GABAergic interneuron
FMA 44992	Medial dorsal digital branch of radial nerve to middle finger
CL 0000128	oligodendrocyte
UBERON 0002590	prepyriform area
UBERON 0002841	fourth cervical dorsal root ganglion
HGNC 1667	CD38
HGNC 12337	TRPC5
FMA 23435	Medial supracondylar ridge of humerus
HGNC 41926	LINC00326
HGNC 6069	INMT
HGNC 3531	F13A1
HGNC 3793	FOLR2
PCL 0051282	CGE_281 vip GABAergic cortical interneuron (Hsap)
HGNC 4172	GATA3
HGNC 25149	EGFEM1P
UBERON 0008712	stylohyoid muscle
FMA 20600	Hypogastric branch of iliohypogastric nerve
UBERON 0036300	tributary of central retinal vein
FMA 38450	Pronator teres
FMA 16138	Inferior articular process of second lumbar vertebra
FMA 43748	Intercondylar fossa of femur
CL 0019017	lymphatic vessel smooth muscle cell
UBERON 0002339	epithelium of lobar bronchus
HGNC 26213	RERGL
CL 4023009	extratelencephalic-projecting glutamatergic cortical neuron
UBERON 0011389	bulbospongiosus muscle
FMA 54400	Meningeal branch of hypoglossal nerve
CL 0000751	rod bipolar cell
FMA 82622	Nerve to helicis minor
UBERON 8410010	fimbria of uterine tube
UBERON 0002416	integumental system
HGNC 10608	SCTR
UBERON 0022281	epithelium of crypt of Lieberkuhn of large intestine
HGNC 3423	EPX
UBERON 0006762	suspensory ligament of lens
FMA 80276	Branch of deep branch of ulnar nerve to opponens pollicis
HGNC 14605	ADAMTS12
CL 4033014	peg cell
HGNC 20771	TUBB4B
UBERON 0003254	amniotic ectoderm
HGNC 13203	AICDA
PCL 0015104	Exc L6 FEZF2 PDYN primary motor cortex glutamatergic neuron (Hsap)
FMA 45890	Short head of biceps femoris
HGNC 14359	IRX2
PCL 0015040	Inh L1-6 SST NPY primary motor cortex GABAergic interneuron (Hsap)
UBERON 0001105	clavicle bone
UBERON 0001654	supraorbital vein
FMA 33048	Distal epiphysis of proximal phalanx of third toe
UBERON 0011532	female pubococcygeus muscle
CL 0000542	lymphocyte
UBERON 0001571	genioglossus muscle
UBERON 0004333	proximal phalanx of pedal digit 2
FMA 8339	Crest of head of ninth rib
HGNC 4234	GEM
HGNC 1472	CAMP
CL 0002677	naive regulatory T cell
FMA 4245	Right fifth posterior intercostal artery
HGNC 13258	CLEC4C
HGNC 352	AIF1
PCL 0051174	Amex_173 amygdala excitatory neuron (Hsap)
CL 0000748	retinal bipolar neuron
UBERON 0001298	psoas major muscle
HGNC 637	AQP4
HGNC 15944	CELA3A
FMA 6878	Auricular branch to skin of upper third of medial auricle
HGNC 9459	PROX1
FMA 78714	Nerve to gemellus inferior
PCL 0051089	DLNP_88 near-projecting glutamatergic cortical neuron (Hsap)
UBERON 0000935	anterior commissure
FMA 23340	Acromial articular facet of clavicle
HGNC 633	AQP1
PCL 0051251	MGE_250 medial ganglionic eminence derived interneuron (Hsap)
UBERON 0002025	stratum basale of epidermis
FMA 44765	Nerve to fourth dorsal interosseous of foot
FMA 80261	Nerve to abductor digiti minimi of hand
HGNC 2212	COL6A2
PCL 0051038	COP_37 differentiation-committed oligodendrocyte precursor (Hsap)
HGNC 9221	POU5F1
FMA 10072	Spinous process of eleventh thoracic vertebra
PCL 0051240	MGE_239 sst GABAergic cortical interneuron (Hsap)
HGNC 7881	NOTCH1
FMA 81357	Nerve to latissimus dorsi (n)
PCL 0051260	MGE_259 pvalb GABAergic cortical interneuron (Hsap)
FMA 50898	Supratrochlear vein
HGNC 1041	BFSP2
UBERON 0001064	ventral pancreatic duct
UBERON 0001906	subthalamic nucleus
CL 0000232	erythrocyte
FMA 52708	Palpebral branch of infratrochlear nerve
PCL 0051017	VendVC_16 capillary endothelial cell (Hsap)
HGNC 14120	TPSB2
UBERON 0003517	kidney blood vessel
PCL 0051114	L5ET_113 L5 extratelencephalic projecting glutamatergic cortical neuron (Hsap)
PCL 0051129	ULIT_128 intratelencephalic-projecting glutamatergic cortical neuron (Hsap)
HGNC 7173	MMP3
FMA 52967	Zygomatic nerve
FMA 81195	Ulnar collateral nerve
HGNC 10327	RPL26
CL 0002576	perineurial cell
HGNC 17379	APBB1IP
HGNC 20151	SLC17A8
HGNC 7945	NPR3
FMA 21847	Perineal branch of posterior femoral cutaneous nerve
UBERON 0010399	spleen trabecular artery
HGNC 33	ABCA3
HGNC 8038	NTS
UBERON 0010943	anterior digastric muscle
UBERON 0002347	thoracic vertebra
FMA 8610	Tenth intercostal nerve
FMA 10092	Inferior vertebral notch of twelfth thoracic vertebra
UBERON 0001641	transverse sinus
HGNC 19087	EBF3
UBERON 0005479	superior mesenteric ganglion
HGNC 14415	ELOVL4
FMA 6171	Third thoracic nerve
UBERON 0002299	alveolus of lung
UBERON 0005871	palatine process of maxilla
HGNC 13339	KIF4A
UBERON 0001979	venule
FMA 7639	Head of third rib
HGNC 7891	NOX4
HGNC 16438	SLC4A11
PCL 0051082	Chrp_81 choroid plexus epithelial cell (Hsap)
HGNC 6122	IRF7
UBERON 0006488	C3 segment of cervical spinal cord
FMA 82660	Nerve to levator anguli oris
UBERON 0006632	musculo-phrenic artery
FMA 37557	Diaphysis of proximal phalanx of index finger
UBERON 8410062	parasympathetic cholinergic nerve
HGNC 14582	LAMP3
UBERON 0003724	musculocutaneous nerve
PCL 0051320	LRL_319 neuron (Hsap)
UBERON 0004946	submucosa of ileum
CL 0009069	CD8aa(II) thymocyte
UBERON 0026293	thoracic spinal cord gray commissure
UBERON 0001505	coracobrachialis muscle
FMA 34678	Acromial part of deltoid
HGNC 9155	PNLIP
HGNC 1593	CCNG2
UBERON 0004561	proper palmar digital vein
UBERON 0005436	common hepatic artery
UBERON 0001648	vestibulocochlear nerve
FMA 4173	Left second superior phrenic artery
UBERON 0001499	muscle of arm
HGNC 1766	CDH7
HGNC 3778	FN1
UBERON 0001620	central retinal artery
FMA 4744	First posterior intercostal vein
UBERON 0001612	facial artery
UBERON 0001340	dorsal artery of penis
UBERON 0007714	cervical subsegment of spinal cord
FMA 5840	Right lumbar lymphatic trunk
FMA 43934	Deep medial plantar artery
HGNC 2654	CCN1
HGNC 7315	MS4A1
FMA 71439	Set of suboccipital muscles
PCL 0051188	CA13_187 hippocampal CA1-3 neuron (Hsap)
UBERON 0009041	superficial circumflex iliac artery
UBERON 0001958	terminal bronchiole epithelium
UBERON 0005215	kidney interstitium
UBERON 0002116	ileum
FMA 4740	Second anterior intercostal vein
FMA 80157	Nerve to gracilis
PCL 0051088	DLNP_87 near-projecting glutamatergic cortical neuron (Hsap)
UBERON 0002378	muscle of abdomen
FMA 18896	Uterine vein
HGNC 4709	GZMB
FMA 8426	Body of tenth rib
UBERON 0001540	peroneal artery
PCL 0051330	Mmb_329 mammillary body neuron (Hsap)
HGNC 16379	TRIM22
UBERON 0001682	palatine bone
CL 0017000	pulmonary ionocyte
FMA 82581	Branch of spinal accessory nerve to trapezius
HGNC 17946	NOSIP
UBERON 8410059	submucous nerve plexus of colon
HGNC 5129	HOXC8
PCL 0015126	VLMC L1-5 PDGFRA COLEC12 primary motor cortex vascular leptomeningeal cell (Hsap)
FMA 7757	Body of fourth rib
FMA 22585	Superior lateral genicular artery
HGNC 1452	CALML3
CL 0002363	keratocyte
UBERON 0002380	trapezius muscle
PCL 0051395	Splat_394 neuron (Hsap)
UBERON 0010753	lymph node secondary follicle
UBERON 0010423	primary lymphoid nodule of tonsil
FMA 6251	Branch of recurrent laryngeal nerve to mucosa of larynx
HGNC 8010	NRXN3
HGNC 8651	PCBP3
HGNC 10256	ROR1
PCL 0015093	Exc L5 THEMIS FGF10 primary motor cortex glutamatergic neuron (Hsap)
HGNC 1527	CAV1
HGNC 12680	VEGFA
FMA 16509	Nerve to piriformis
HGNC 8820	PDYN
FMA 13279	Left anterior segmental artery
FMA 53356	Branch of lower deep buccal branch of facial nerve to orbicularis oris
UBERON 0006839	dorsal ramus of spinal nerve
FMA 81297	Subscapularis branch of inferior subscapular nerve
UBERON 0030276	lumbar spinal cord ventral horn
HGNC 13523	CLEC4M
FMA 62468	Branch of musculocutaneous nerve to biceps brachii
HGNC 52695	LINC01876
HGNC 5414	IFITM3
UBERON 0001263	pancreatic acinus
PCL 0051272	LLC_271 CNS interneuron (Hsap)
UBERON 0001782	pigmented layer of retina
CL 0017002	prostate neuroendocrine cell
UBERON 0008464	abductor hallucis muscle
FMA 44825	Nerve to palmaris longus
HGNC 144	ACTG1
FMA 43011	Diaphysis of fifth metatarsal bone
HGNC 591	BIRC3
HGNC 40401	NFIA-AS2
PCL 0051252	MGE_251 medial ganglionic eminence derived interneuron (Hsap)
UBERON 0001874	putamen
FMA 280080	Capillary network of pancreatic islet
FMA 44829	Articular branch of anterior interosseous nerve
PCL 0051333	Mmb_332 mammillary body neuron (Hsap)
UBERON 0004229	urinary bladder trigone smooth muscle
PCL 0051010	Mgl_9 microglial cell (Hsap)
FMA 70892	Set of anterior spinal veins
UBERON 0013702	body proper
FMA 43010	Diaphysis of fourth metatarsal bone
HGNC 9921	RBP3
HGNC 9240	PPBP
UBERON 0001218	middle colic vein
HGNC 1681	CD44
UBERON 0001193	hepatic artery
UBERON 0002506	iris epithelium
UBERON 0004640	renal efferent arteriole
HGNC 30881	ALG13
CL 0009074	medullary thymic epithelial cell type 4
UBERON 0014632	apex of lumbar spinal cord dorsal horn
FMA 83539	Myocardium of interventricular septum
UBERON 0000010	peripheral nervous system
HGNC 10249	ROBO1
UBERON 0002107	liver
CL 0019003	tracheobronchial goblet cell
UBERON 0008810	nasopalatine nerve
HGNC 4502	PTGDR2
HGNC 21574	SAMD3
UBERON 0002122	capsule of thymus
CL 0000084	T cell
UBERON 0001922	parafascicular nucleus
UBERON 0008833	great auricular nerve
CL 0000158	club cell
CL 0000100	motor neuron
UBERON 0022268	planum temporale
UBERON 0001350	coccyx
UBERON 0004791	thymus trabecula
FMA 16199	Spinous process of fourth lumbar vertebra
UBERON 0015880	external iliac lymph node
PCL 0015059	Inh L5-6 PVALB KCNIP2 primary motor cortex GABAergic interneuron (Hsap)
UBERON 0002840	third cervical dorsal root ganglion
HGNC 1603	CCR2
FMA 7711	Angle of third rib
PCL 0051112	DLCT6b_111 glutamatergic neuron (Hsap)
PCL 0015099	Exc L5 THEMIS LINC01116 primary motor cortex glutamatergic neuron (Hsap)
CL 0000840	immature conventional dendritic cell
UBERON 0006662	musculo-phrenic vein
PCL 0051408	Amex_407 amygdala excitatory neuron (Hsap)
FMA 31733	Articular facet of superior articular process of sacrum
FMA 52925	Branch of lesser palatine nerve to soft palate
HGNC 1799	CDR2
UBERON 0016478	liver stroma
UBERON 0001007	digestive system
FMA 44983	Dorsal digital branch of radial nerve to medial side of index finger
HGNC 12287	TRGV2
FMA 46651	Chondropharyngeal part of middle pharyngeal constrictor
UBERON 8410035	medullary arteriole of lymph node
HGNC 9364	PRG4
PCL 0015009	Inh L1 PAX6 CHRFAM7A primary motor cortex GABAergic interneuron (Hsap)
UBERON 0002661	superior frontal gyrus
PCL 0051379	Splat_378 neuron (Hsap)
FMA 70452	Lateral superior segmental hepatic artery
FMA 22584	Superior medial genicular artery
UBERON 0005899	pes bone
HGNC 8823	PECAM1
UBERON 0002345	descending thoracic aorta
UBERON 0035042	middle temporal artery
PCL 0051263	MGE_262 pvalb GABAergic cortical interneuron (Hsap)
HGNC 10941	SLC1A3
UBERON 0001433	distal carpal bone 4
CL 4023074	mammillary body neuron
UBERON 0001898	hypothalamus
UBERON 0006459	T3 segment of thoracic spinal cord
UBERON 0006355	superior vesical vein
UBERON 0001945	superior colliculus
UBERON 0001776	optic choroid
UBERON 0000381	urinary bladder detrusor smooth muscle
PCL 0015021	Inh L1-3 VIP HSPB6 primary motor cortex GABAergic interneuron (Hsap)
HGNC 4540	CXCR3
UBERON 0001217	ileal vein
FMA 81232	Nerve to articularis cubiti
FMA 9935	Lamina of fifth thoracic vertebra
UBERON 0001956	cartilage of bronchus
HGNC 6776	MAF
FMA 26457	Spinous process of sixth cervical vertebra
UBERON 0002623	cerebral peduncle
UBERON 0008870	pulmonary alveolar parenchyma
FMA 7643	Anterior root of first thoracic nerve
HGNC 7516	MUC5B
HGNC 4054	IFI6
FMA 21388	Left common iliac vein
HGNC 14404	ETNPPL
PCL 0051231	EMSN_230 medium spiny neuron (Hsap)
CL 4030022	renal medullary fibroblast
CL 4030028	glycinergic amacrine cell
FMA 21900	External urethral sphincter branch of perineal nerve
FMA 10009	Superior articular process of eighth thoracic vertebra
CL 4030019	kidney connecting tubule intercalated cell
HGNC 1643	CD22
UBERON 0010496	teres minor muscle
PCL 0051214	MSN_213 indirect pathway medium spiny neuron (Hsap)
HGNC 19129	PSAT1
UBERON 0001303	left uterine tube
UBERON 0010373	uncinate process of pancreas
CL 2000066	cardiac ventricle fibroblast
CL 4033020	mucus secreting cell of trachea gland
PCL 0051132	ULIT_131 intratelencephalic-projecting glutamatergic cortical neuron (Hsap)
CL 1000350	basal cell of epithelium of terminal bronchiole
UBERON 0004329	proximal phalanx of manual digit 3
CL 0002396	CD14-low, CD16-positive monocyte
PCL 0051234	EMSN_233 medium spiny neuron (Hsap)
HGNC 4035	ACKR1
HGNC 11925	TNFSF10
CL 1000349	basal cell of epithelium of bronchus
HGNC 2336	CR2
CL 0002062	type I pneumocyte
HGNC 9538	PSMB10
FMA 53464	Posterior ampullary nerve
FMA 33009	Diaphysis of middle phalanx of third toe
FMA 80101	Nerve to flexor digitorum longus
FMA 75328	Popliteal surface of femur
FMA 46784	Palpebral part of orbicularis oculi
UBERON 0000942	frontal nerve (branch of ophthalmic)
FMA 14928	Descending part of duodenum
FMA 14782	Anterior superior pancreaticoduodenal artery
PCL 0015110	Exc L5 FEZF2 CSN1S1 primary motor cortex glutamatergic neuron (Hsap)
FMA 32955	Proximal epiphysis of proximal phalanx of second toe
PCL 0015022	Inh L1-2 VIP PTGER3 primary motor cortex GABAergic interneuron (Hsap)
FMA 53461	Lateral ampullary nerve
FMA 9221	Inferior vertebral notch of third thoracic vertebra
FMA 37581	Diaphysis of proximal phalanx of ring finger
UBERON 0003262	amniotic mesoderm
HGNC 348	AHR
HGNC 2445	CSN1S1
FMA 82669	Nerve to levator labii superioris alaeque nasi
UBERON 0002891	cortical amygdaloid nucleus
CL 0000557	granulocyte monocyte progenitor cell
FMA 80208	Nerve to gluteus maximus (n)
UBERON 0000970	eye
FMA 39080	Lateral cutaneous nerve of forearm
FMA 44738	Cutaneous branch of medial plantar nerve
UBERON 0004719	kidney arcuate vein
UBERON 0004647	liver lobule
FMA 53097	Supra-orbital margin of frontal bone
UBERON 0035640	middle vesical artery
UBERON 0002285	telencephalic ventricle
FMA 26527	Inferior vertebral notch of axis
HGNC 19077	NCR3
HGNC 5293	HTR2A
FMA 53315	Communicating branch of zygomatic branch of facial nerve with lacrimal nerve
FMA 9973	Superior costal facet of body of seventh thoracic vertebra
UBERON 0004293	parasympathetic nerve
CL 4033003	myoepithelial cell of bronchus submucosal gland
HGNC 1674	CD3E
CL 0009076	neuro-medullary thymic epithelial cell
HGNC 10585	SCN1A
HGNC 26009	SH3TC1
HGNC 10658	SDC1
CL 0000746	cardiac muscle cell
UBERON 0000966	retina
FMA 22439	Muscle of medial compartment of thigh
FMA 15390	Left gastroepiploic vein
HGNC 17935	CD207
HGNC 24318	HIGD1B
HGNC 11005	SLC2A1
PCL 0051458	Thex_457 thalamic excitatory neuron (Hsap)
UBERON 8600041	chorionic terminal villous capillary
UBERON 0001903	thalamic reticular nucleus
FMA 11228	Meningeal branch of seventh thoracic nerve
PCL 0015069	Inh L5-6 PVALB GAPDHP60 primary motor cortex GABAergic interneuron (Hsap)
PCL 0051288	CGE_287 lamp5 GABAergic cortical interneuron (Hsap)
FMA 37670	Biceps brachii
FMA 52742	Anterior meningeal branch of posterior ethmoidal nerve
UBERON 0035770	inferior mesenteric nerve plexus
FMA 9956	Superior vertebral notch of sixth thoracic vertebra
HGNC 8824	SERPINF1
FMA 54408	Nerve to palatopharyngeus
PCL 0051070	Epen_69 ependymal cell (Hsap)
HGNC 7955	NPY
UBERON 0002265	olfactory tract
CL 0002585	retinal blood vessel endothelial cell
HGNC 1677	CD247
PCL 0051453	Thex_452 thalamic excitatory neuron (Hsap)
CL 0002557	fibroblast of pulmonary artery
HGNC 3176	EDN1
FMA 53526	Communicating branch of recurrent laryngeal nerve with internal laryngeal nerve
UBERON 0002773	anterior transverse temporal gyrus
FMA 7605	Tubercle of first rib
UBERON 0003649	metacarpal bone of digit 5
UBERON 0002945	ventral posteromedial nucleus of thalamus
UBERON 0034673	amygdalohippocampal area
UBERON 0001814	brachial nerve plexus
UBERON 0002051	epithelium of bronchiole
UBERON 0007178	muscularis mucosae of colon
FMA 53247	Mylohyoid nerve
PCL 0051059	Astro_58 astrocyte (Hsap)
FMA 37499	Proximal epiphysis of proximal phalanx of index finger
HGNC 11761	TFPI2
PCL 0015075	Exc L2 LINC00507 GLRA3 primary motor cortex glutamatergic neuron (Hsap)
PCL 0051118	L5ET_117 von Economo neuron (Hsap)
UBERON 0000482	basal lamina of epithelium
HGNC 26258	C1orf54
PCL 0051242	MGE_241 sst GABAergic cortical interneuron (Hsap)
UBERON 0000423	eccrine sweat gland
FMA 26501	Inferior articular process of seventh cervical vertebra
HGNC 10498	S100A8
UBERON 0001811	conjunctiva
PCL 0015031	Inh L5-6 VIP COL4A3 primary motor cortex GABAergic interneuron (Hsap)
UBERON 0001357	inferior rectal artery
HGNC 29426	CCBE1
UBERON 0001159	sigmoid colon
FMA 65910	Gray communicating ramus of first lumbar nerve
HGNC 54284	HIF1A-AS3
UBERON 0002856	second lumbar dorsal root ganglion
FMA 6209	Posterolateral ramus of posterior diaphragmatic branch of phrenic nerve
FMA 80086	Superior genicular nerve
PCL 0051197	CA4_196 hippocampal CA4 neuron (Hsap)
FMA 80249	Nerve to third palmar interosseous of hand
UBERON 0006458	T2 segment of thoracic spinal cord
HGNC 1594	CCNH
HGNC 11309	SRPX
HGNC 28867	IGF2BP2
FMA 13281	Apicoposterior segmental artery
UBERON 0004723	interlobular artery
FMA 10002	Superior vertebral notch of eighth thoracic vertebra
HGNC 7569	MYH11
CL 0000913	effector memory CD8-positive, alpha-beta T cell
PCL 0051202	DG_201 dentate gyrus granule cell (Hsap)
CL 0000523	mononuclear cytotrophoblast cell
UBERON 0009624	lumbar nerve
PCL 0051267	LLC_266 chandelier cell (Hsap)
HGNC 1765	CDH6
HGNC 12276	TRGC2
PCL 0051460	Thex_459 thalamic excitatory neuron (Hsap)
HGNC 3559	FABP4
HGNC 360	AIRE
CL 0000051	common lymphoid progenitor
FMA 53378	Nerve to auricularis superior
CL 0002457	epidermal Langerhans cell
CL 0000036	epithelial fate stem cell
UBERON 0002094	interventricular septum
UBERON 0014613	cervical spinal cord gray matter
FMA 8767	Anterior ramus of third lumbar nerve
UBERON 0005476	spinal nerve trunk
HGNC 6147	ITGAE
HGNC 3600	FBLN1
UBERON 0012324	transverse cervical artery
HGNC 42742	LINC00410
UBERON 0023787	subicular complex
UBERON 0001382	pectineus muscle
FMA 33054	Distal epiphysis of distal phalanx of third toe
FMA 44944	Medial dorsal digital branch of ulnar nerve to middle finger
HGNC 1662	CD34
FMA 5834	Left bronchomediastinal lymphatic trunk
FMA 14903	Left fifth lumbar artery
FMA 69607	Lateral part of dorsal digital artery of third toe
UBERON 0001601	extra-ocular muscle
UBERON 0014463	cardiac ganglion
FMA 50997	Superior thalamostriate vein
UBERON 0006454	T6 segment of thoracic spinal cord
PCL 0051443	Midi_442 midbrain-derived inhibitory neuron (Hsap)
HGNC 3800	FOXC1
FMA 10049	Lamina of tenth thoracic vertebra
UBERON 0006493	C7 segment of cervical spinal cord
FMA 8825	Posterior ramus of eleventh thoracic nerve
FMA 52756	Orbital branch of maxillary nerve to sphenoidal sinus
UBERON 0003591	lobar bronchus connective tissue
CL 0000623	natural killer cell
FMA 81182	Nerve to extensor carpi ulnaris
PCL 0015003	Inh L1-6 LAMP5 AARD primary motor cortex GABAergic interneuron (Hsap)
UBERON 0001370	gluteus maximus
PCL 0051359	Splat_358 neuron (Hsap)
HGNC 13222	BCL11B
HGNC 3594	FASN
UBERON 0009091	vasa recta ascending limb
FMA 9942	Inferior articular process of fifth thoracic vertebra
HGNC 3767	FLT4
PCL 0051096	DLNP_95 near-projecting glutamatergic cortical neuron (Hsap)
UBERON 0004202	kidney outer medulla outer stripe
FMA 44822	Anterior interosseous nerve
HGNC 10916	SLC13A1
UBERON 0034891	insular cortex
FMA 6244	Superior cervical cardiac branch of vagus nerve
HGNC 3023	DRD2
HGNC 5541	IGHM
FMA 50479	Artery of precentral sulcus
HGNC 2198	COL1A2
HGNC 4845	HCN1
UBERON 0001614	superficial temporal artery
PCL 0015068	Inh L1-2 SST CLIC6 primary motor cortex GABAergic interneuron (Hsap)
UBERON 0001642	superior sagittal sinus
FMA 44844	Fourth common palmar digital branch of median nerve
PCL 0015048	Inh L5-6 SST PAWR primary motor cortex GABAergic interneuron (Hsap)
FMA 45403	Biceps femoris branch of tibial nerve
FMA 8627	Right superior segmental artery
FMA 80215	Branch of deep branch of ulnar nerve to third lumbrical of hand
FMA 53221	Communicating branch of auriculotemporal nerve with otic ganglion
FMA 65650	Meningeal branch of fifth cervical nerve
FMA 82631	Nerve to transverse muscle of tongue
FMA 22838	Deep palmar arterial arch
UBERON 0002948	superior occipital gyrus
FMA 49746	Posterior deep temporal artery
FMA 21884	Inferior rectal branch to external anal sphincter
FMA 52805	Lesser palatine nerve
HGNC 23503	SLITRK6
PCL 0051386	Splat_385 neuron (Hsap)
FMA 22539	Fibularis longus
CL 0000653	podocyte
UBERON 0003952	anterior stroma of cornea
UBERON 0003315	mesenchyme of ovary
UBERON 0002998	inferior frontal gyrus
UBERON 0006450	L2 segment of lumbar spinal cord
CL 0000432	reticular cell
FMA 14290	Accessory vertebral vein
HGNC 19179	CMTM8
FMA 22533	Extensor hallucis longus
UBERON 0002009	pulmonary nerve plexus
UBERON 0012419	taenia coli
UBERON 0035422	circumflex branch of left coronary artery
UBERON 0002182	main bronchus
UBERON 0004864	vasculature of retina
UBERON 0003571	trachea connective tissue
HGNC 3611	FCER1G
PCL 0015058	Inh L6 SST TH primary motor cortex GABAergic interneuron (Hsap)
PCL 0051131	ULIT_130 intratelencephalic-projecting glutamatergic cortical neuron (Hsap)
HGNC 21735	LHX6
UBERON 0003846	thymus epithelium
FMA 52932	Middle superior alveolar nerve
PCL 0015121	Oligo L5-6 OPALIN LDLRAP1 primary motor cortex oligodendrocyte (Hsap)
FMA 53293	Communicating branch of facial nerve with glossopharyngeal nerve
UBERON 0002262	celiac ganglion
UBERON 0010937	salpingopharyngeus muscle
UBERON 0008465	abductor pollicis brevis muscle
FMA 69797	Anterior division of internal iliac artery
PCL 0051192	CA4_191 hippocampal CA4 neuron (Hsap)
UBERON 0014543	lumbar division of spinal cord central canal
FMA 37452	Flexor accessorius
PCL 0015013	Inh L1-2 VIP WNT4 primary motor cortex GABAergic interneuron (Hsap)
FMA 322901	First diagonal branch of anterior descending branch of left coronary artery
FMA 81240	Branch of musculocutaneous nerve to short head of biceps brachii
HGNC 1748	CDH1
FMA 3994	Second posterior intercostal artery
PCL 0051413	Splat_412 neuron (Hsap)
UBERON 0007152	inferior sagittal sinus
FMA 69589	Medial part of dorsal digital artery of fifth toe
FMA 38500	Extensor digitorum
UBERON 0004320	middle phalanx of manual digit 2
UBERON 0006136	unmyelinated nerve fiber
FMA 16139	Inferior articular process of third lumbar vertebra
FMA 45331	Cutaneous branch of obturator nerve
HGNC 6642	LMO2
HGNC 28495	ZNF683
PCL 0015061	Inh L3-5 PVALB ISG20 primary motor cortex GABAergic interneuron (Hsap)
UBERON 0004915	sphincter of hepatopancreatic ampulla
FMA 10032	Superior articular process of ninth thoracic vertebra
FMA 14902	Right fifth lumbar artery
FMA 42999	Distal epiphysis of fourth metatarsal bone
FMA 7541	Clavicular facet of sternum
HGNC 739	ASCL2
CL 0001071	group 3 innate lymphoid cell
HGNC 4092	GAD1
CL 0002208	brush cell of bronchus
CL 1000299	fibroblast of connective tissue of prostate
FMA 79892	Nerve to third plantar interosseous of foot
FMA 8819	Posterior ramus of ninth thoracic nerve
UBERON 0001313	iliolumbar artery
HGNC 6664	LOX
PCL 0051122	ULIT_121 intratelencephalic-projecting glutamatergic cortical neuron (Hsap)
FMA 21869	Dorsal nerve of penis
HGNC 1543	CBLN1
CL 0000173	pancreatic D cell
FMA 80243	Nerve to first palmar interosseous of hand
UBERON 0001386	extensor digitorum longus
PCL 0051398	Splat_397 neuron (Hsap)
HGNC 6210	CD82
CL 0000738	leukocyte
FMA 23334	Sternal articular facet of clavicle
UBERON 0005360	inferior glossopharyngeal IX ganglion
HGNC 2521	CTRB1
UBERON 0034729	sympathetic nerve
PCL 0051281	CGE_280 vip GABAergic cortical interneuron (Hsap)
HGNC 28317	STK32A
HGNC 12873	ZIC2
HGNC 30455	CD300LG
UBERON 0001451	navicular bone of pes
HGNC 17888	CRCP
UBERON 0036295	renal pelvis/ureter
HGNC 13635	PLVAP
FMA 43902	Anterior tibial recurrent artery
FMA 51341	Lateral mesencephalic vein
PCL 0051396	Splat_395 neuron (Hsap)
PCL 0051078	Chrp_77 choroid plexus epithelial cell (Hsap)
HGNC 2435	CSF2RA
PCL 0015073	Exc L2 LAMP5 KCNG3 primary motor cortex glutamatergic neuron (Hsap)
PCL 0051084	DLNP_83 near-projecting glutamatergic cortical neuron (Hsap)
CL 4023188	midget ganglion cell of retina
FMA 10003	Inferior vertebral notch of eighth thoracic vertebra
HGNC 14599	TINAG
UBERON 0001420	subscapular vein
CL 1000493	mesothelial cell of visceral pleura
FMA 9982	Spinous process of seventh thoracic vertebra
FMA 6709	External laryngeal branch to superior cervical sympathetic ganglion
FMA 14742	Left first lumbar artery
HGNC 4849	HCRTR2
FMA 42881	Diaphysis of fifth metacarpal bone
HGNC 19719	LGR6
CL 4033045	lung migratory dendritic cell
PCL 0051387	Splat_386 neuron (Hsap)
HGNC 16814	DACH2
HGNC 1464	CAMK4
UBERON 0001492	radial nerve
UBERON 0001214	pancreatic tributary of splenic vein
UBERON 0004626	thoracic vertebra 1
FMA 53100	Nerve to tensor tympani
FMA 38558	Humeral head of pronator teres
FMA 23047	Medial proper palmar digital artery of index finger
FMA 18849	Lumbar part of iliolumbar artery
HGNC 26766	ANKFN1
UBERON 0001552	kidney arcuate artery
HGNC 7899	NPDC1
FMA 45317	Adductor brevis branch of anterior branch of obturator nerve
FMA 12963	Anterior root of third sacral nerve
FMA 38615	Humeral head of flexor carpi ulnaris
UBERON 0010911	ossicle
HGNC 11773	TGFBR2
HGNC 17104	CDON
HGNC 29893	RMST
FMA 23303	Clavicular facet of scapula
UBERON 0006764	anterior communicating artery
FMA 81191	Nerve to extensor carpi radialis brevis
HGNC 9454	PROM1
CL 0000165	neuroendocrine cell
UBERON 0007711	sixth cervical dorsal root ganglion
FMA 20811	Ascending branch of medial circumflex femoral artery
HGNC 1461	CAMK2B
FMA 70501	Anterior inferior segmental renal artery
FMA 6414	Third lumbar nerve
FMA 53231	Sublingual nerve
HGNC 5438	IFNG
HGNC 17797	MAP3K20
UBERON 0002855	twelfth thoracic dorsal root ganglion
UBERON 0012378	muscle layer of urinary bladder
CL 0009081	specified double negative thymocyte (Homo sapiens)
